time_local_15m,ahu_2_air_damper_mode_sp,ahu_2_air_discharge_enable_cmd,ahu_2_air_discharge_enable_sensor,ahu_2_air_discharge_mode_sp,ahu_2_air_discharge_temp_sensor,ahu_2_air_discharge_temp_sensor_cooling,ahu_2_air_discharge_temp_sensor_heating,ahu_2_air_discharge_temp_sp_cooling,ahu_2_air_discharge_temp_sp_heating,ahu_2_air_discharge_temp_sp_high,ahu_2_air_discharge_temp_sp_low,ahu_2_air_return_temp_sp_cooling,ahu_2_air_return_temp_sp_heating,ahu_2_chilled_water_valve_sp_percent,ahu_2_enable_cmd,ahu_2_fan_air_discharge_delta_pressure_sensor,ahu_2_fan_air_discharge_flow_sensor_percent,ahu_2_fan_air_discharge_pressure_sensor,ahu_2_fan_air_discharge_pressure_sp_high,ahu_2_fan_air_discharge_pressure_sp_low,ahu_2_hot_water_valve_sp_percent,ahu_2_outside_air_damper_cmd,ahu_2_outside_air_temp_sensor,weather_outside_air_temp
2026-08-03 21:30:00,2,0,0,2,26.2440071105957,25.7299995422363,26.3599987030029,23,21,30,10,25.4799995422363,26.8699989318848,0,0,1.47518277168274,0,50,50,50,0,0,25.6114387512207,25.81
2026-08-03 21:45:00,2,0,0,2,26.2322864532471,25.7199993133545,26.359998703003,23,21,30,10,25.5100002288818,26.8749990463257,0,0,1.47797536849976,0,50,50,50,0,0,25.6150779724121,25.625
2026-08-03 22:00:00,2,0,0,2,26.2348670959473,25.7399997711182,26.3599987030029,23,21,30,10,25.5299987792969,26.8699989318848,0,0,1.47691524028778,0,50,50,50,0,0,25.6219367980957,25.44
2026-08-03 22:15:00,2,0,0,2,26.245436668396,25.7549991607666,26.3599987030029,23,21,30,10,25.5649995803833,26.8799991607666,0,0,1.48000687360764,0,50,50,50,0,0,25.6196460723877,25.255
2026-08-03 22:30:00,2,0,0,2,26.2613925933838,25.7399997711182,26.3699989318848,23,21,30,10,25.519998550415,26.8799991607666,0,0,1.48106050491333,0,50,50,50,0,0,25.6118278503418,25.07
2026-08-03 22:45:00,2,0,0,2,26.2927036285401,25.7649993896485,26.3649988174439,23,21,30,10,25.6049995422364,26.8799991607666,0,0,1.47786718606949,0,50,50,50,0,0,25.6079845428467,24.885
2026-08-03 23:00:00,2,0,0,2,26.3244190216064,25.75,26.3799991607666,23,21,30,10,25.6399993896484,26.8899993896484,0,0,1.47931182384491,0,50,50,50,0,0,25.581600189209,24.7
2026-08-03 23:15:00,2,0,0,2,26.3426952362061,25.7449998855591,26.3849992752075,23,21,30,10,25.6399993896484,26.8849992752075,0,0,1.47594970464707,0,50,50,50,0,0,25.5680942535401,24.515
2026-08-03 23:30:00,2,0,0,2,26.3554992675781,25.769998550415,26.3699989318848,23,21,30,10,25.6599998474121,26.8899993896484,0,0,1.47781181335449,0,50,50,50,0,0,25.5615921020508,24.33
2026-08-03 23:45:00,2,0,0,2,26.3698701858521,25.7599992752076,26.3749990463257,23,21,30,10,25.6799993515015,26.8799991607666,0,0,1.47558903694153,0,50,50,50,0,0,25.5596923828125,24.145
2026-08-04 00:00:00,2,0,0,2,26.3812561035156,25.7899990081787,26.3899993896484,23,21,30,10,25.7299995422363,26.8899993896484,0,0,1.4816620349884,0,50,50,50,0,0,25.5597591400146,22.1
2026-08-04 00:15:00,2,0,0,2,26.377727508545,25.7699995040894,26.3899993896484,23,21,30,10,25.7449998855591,26.8899993896484,0,0,1.47777891159058,0,50,50,50,0,0,25.5662612915039,21.9725
2026-08-04 00:30:00,2,0,0,2,26.36474609375,25.7899990081787,26.3899993896484,23,21,30,10,25.7600002288818,26.8899993896484,0,0,1.47684383392334,0,50,50,50,0,0,25.5731067657471,21.845
2026-08-04 00:45:00,2,0,0,2,26.3677129745484,25.7849988937378,26.3799991607666,23,21,30,10,25.7799987792969,26.8949995040894,0,0,1.47804844379425,0,50,50,50,0,0,25.5786714553833,21.7175
2026-08-04 01:00:00,2,0,0,2,26.378101348877,25.8099994659424,26.3999996185303,23,21,30,10,25.7899990081787,26.8999996185303,0,0,1.48009586334229,0,50,50,50,0,0,25.5712261199951,21.59
2026-08-04 01:15:00,2,0,0,2,26.375883102417,25.7949991226196,26.3949995040894,23,21,30,10,25.7999992370606,26.8999996185303,0,0,1.47846478223801,0,50,50,50,0,0,25.5766439437866,21.4625
2026-08-04 01:30:00,2,0,0,2,26.356466293335,25.8099994659424,26.3999996185303,23,21,30,10,25.8400001525879,26.8999996185303,0,0,1.47895848751068,0,50,50,50,0,0,25.586540222168,21.335
2026-08-04 01:45:00,2,0,0,2,26.3643245697022,25.8199996948243,26.3899993896484,23,21,30,10,25.8699989318848,26.8999996185303,0,0,1.47998839616776,0,50,50,50,0,0,25.5889987945557,21.2075
2026-08-04 02:00:00,2,0,0,2,26.3440418243408,25.8099994659424,26.3999996185303,23,21,30,10,25.8899993896484,26.9099998474121,0,0,1.48024833202362,0,50,50,50,0,0,25.595552444458,21.08
2026-08-04 02:15:00,2,0,0,2,26.3606100082398,25.8249998092652,26.4049997329712,23,21,30,10,25.8899993896484,26.9049997329712,0,0,1.48101234436036,0,50,50,50,0,0,25.5927000045777,20.9525
2026-08-04 02:30:00,2,0,0,2,26.3798007965088,25.8299999237061,26.3999996185303,23,21,30,10,25.9200000762939,26.8999996185303,0,0,1.48126697540283,0,50,50,50,0,0,25.5899829864502,20.825
2026-08-04 02:45:00,2,0,0,2,26.3953037261963,25.859998703003,26.4049997329712,23,21,30,10,25.920000076294,26.8999996185303,0,0,1.47701090574265,0,50,50,50,0,0,25.5894184112549,20.6975
2026-08-04 03:00:00,2,0,0,2,26.4213466644287,25.8400001525879,26.4099998474121,23,21,30,10,25.9599990844727,26.8999996185303,0,0,1.47722458839417,0,50,50,50,0,0,25.5862121582031,20.57
2026-08-04 03:15:00,2,0,0,2,26.4355583190918,25.8749990463257,26.4049997329712,23,21,30,10,25.9599990844727,26.9099998474121,0,0,1.4809627532959,0,50,50,50,0,0,25.5844974517823,20.5525
2026-08-04 03:30:00,2,0,0,2,26.4413223266602,25.8699989318848,26.3999996185303,23,21,30,10,25.9899997711182,26.9099998474121,0,0,1.47993862628937,0,50,50,50,0,0,25.5855541229248,20.535
2026-08-04 03:45:00,2,0,0,2,26.4480667114258,25.8849992752076,26.414999961853,23,21,30,10,26.0099992752076,26.9099998474121,0,0,1.47995913028718,0,50,50,50,0,0,25.5886402130127,20.5175
2026-08-04 04:00:00,2,0,0,2,26.453860282898,25.9049997329712,26.4250001907349,23,21,30,10,26.0299987792969,26.9099998474121,0,0,1.48092889785767,0,50,50,50,0,0,25.5918321609497,20.5
2026-08-04 04:15:00,2,0,0,2,26.4556903839111,25.9200000762939,26.4300003051758,23,21,30,10,26.0399990081787,26.9099998474121,0,0,1.47936284542084,0,50,50,50,0,0,25.5924911499023,20.4825
2026-08-04 04:30:00,2,0,0,2,26.4639434814454,25.9200000762939,26.4200000762939,23,21,30,10,26.0499992370605,26.9200000762939,0,0,1.48142385482788,0,50,50,50,0,0,25.5939512252808,20.465
2026-08-04 04:45:00,2,0,0,2,26.4696102142334,25.9200000762939,26.4300003051758,23,21,30,10,26.0699996948242,26.9200000762939,0,0,1.48120498657227,0,50,50,50,0,0,25.5948963165283,20.4475
2026-08-04 05:00:00,2,0,0,2,26.4770212173462,25.9399995803833,26.4250001907349,23,21,30,10,26.085000038147,26.9200000762939,0,0,1.47883754968644,0,50,50,50,0,0,25.5973205566407,20.43
2026-08-04 05:15:00,2,0,0,2,26.4783153533936,25.939998626709,26.439998626709,23,21,30,10,26.1299991607666,26.9300003051758,0,0,1.478968501091,0,50,50,50,0,0,25.5992221832275,20.4125
2026-08-04 05:30:00,2,0,0,2,26.4823083877564,25.9599990844727,26.4399995803833,23,21,30,10,26.1299991607666,26.9200000762939,0,0,1.47912782430649,0,50,50,50,0,0,25.6008319854737,20.395
2026-08-04 05:45:00,2,0,0,2,26.48801612854,25.9799995422363,26.4499988555908,23,21,30,10,26.1299991607666,26.9300003051758,0,0,1.4803227186203,0,50,50,50,0,0,25.6017532348633,20.3775
2026-08-04 06:00:00,2,0,0,2,26.4933767318726,25.9849996566773,26.4499988555909,23,21,30,10,26.164999961853,26.9300003051758,0,0,1.48107874393463,0,50,50,50,0,0,25.5960884094238,20.36
2026-08-04 06:15:00,2,0,0,2,26.5058364868164,25.9699993133545,26.4499988555908,23,21,30,10,26.1700000762939,26.9300003051758,0,0,1.4793666601181,0,50,50,50,0,0,25.5909538269043,20.445
2026-08-04 06:30:00,2,0,0,2,26.5158700942993,25.9899997711182,26.4499988555908,23,21,30,10,26.1800003051758,26.9300003051758,0,0,1.47990220785141,0,50,50,50,0,0,25.5962038040162,20.53
2026-08-04 06:45:00,2,0,0,2,26.5217666625977,26,26.4599990844727,23,21,30,10,26.2099990844727,26.939998626709,0,0,1.48369216918945,0,50,50,50,0,0,25.6007442474365,20.615
2026-08-04 07:00:00,2,0,0,2,26.5244884490967,26.0100002288818,26.4699993133545,23,21,30,10,26.2149991989136,26.9349994659424,0,0,1.48137348890305,0,50,50,50,0,0,25.6012735366822,20.7
2026-08-04 07:15:00,2,0,0,2,26.5280017852783,26.019998550415,26.4599990844727,23,21,30,10,26.2299995422363,26.939998626709,0,0,1.48139369487762,0,50,50,50,0,0,25.6014919281006,20.785
2026-08-04 07:30:00,2,0,0,2,26.5249862670899,26.0349988937378,26.4649991989136,23,21,30,10,26.2449998855591,26.9499988555908,0,1,3.10916924476624,0,73.5,73.5,73.5,0,0,25.6105947494507,20.87
2026-08-04 07:45:00,2,0,0,2,26.5144271850586,26.0399990081787,26.439998626709,23,21,30,10,26.25,26.9499988555908,0,1,4.12056255340576,0,97,97,97,0,0,25.6133670806885,20.955
2026-08-04 08:00:00,2,0,0,2,26.4792423248291,26.0399990081787,26.414999961853,23,21,30,10,26.269998550415,26.9300003051758,0,1,4.1207537651062,0,105,105,105,0,0,25.6030397415161,21.04
2026-08-04 08:15:00,2,0,0,2,26.436056137085,26.0299987792969,26.3999996185303,23,21,30,10,26.2199993133545,26.9099998474121,0,1,4.12481117248535,0,108,108,108,0,0,25.5928058624268,21.1225
2026-08-04 08:30:00,2,0,0,2,26.3915719985962,26.0349988937378,26.3699989318848,23,21,30,10,26.1299991607666,26.8999996185303,0,1,3.59849750995636,0,117,117,117,0,0,25.580735206604,21.205
2026-08-04 08:45:00,2,0,0,2,26.3126678466797,26.019998550415,26.3499984741211,23,21,30,10,25.9200000762939,26.8599987030029,0,1,2.11203122138977,0,120,120,120,0,0,25.5836009979248,21.2875
2026-08-04 09:00:00,2,0,0,2,26.26406955719,26.0099992752075,26.3249998092652,23,21,30,10,25.6249990463257,26.8499984741211,0,1,3.07507598400116,0,129,129,129,0,0,25.5731973648072,21.37
2026-08-04 09:15:00,2,0,0,2,26.2164459228516,25.9899997711182,26.2999992370605,23,21,30,10,25.5299987792969,26.8299999237061,0,1,3.07865285873413,0,132,132,132,0,0,25.5676803588867,21.6375
2026-08-04 09:30:00,2,0,0,2,26.1819534301758,25.9549989700318,26.2849988937378,23,21,30,10,25.3149995803833,26.8049993515015,0,1,2.59365582466126,0,138,138,138,0,0,25.5414009094238,21.905
2026-08-04 09:45:00,2,0,0,2,26.1480808258057,25.8999996185303,26.2899990081787,23,21,30,10,25.1999988555908,26.7799987792969,0,1,3.07833099365234,0,138,138,138,0,0,25.5163707733154,22.1725
2026-08-04 10:00:00,2,0,0,2,26.1179513931275,25.8849992752076,26.2699995040894,23,21,30,10,24.960000038147,26.7649993896484,0,1,2.59353029727936,0,147,147,147,0,0,25.5005569458008,22.44
2026-08-04 10:15:00,2,0,0,2,26.081995010376,25.8400001525879,26.25,23,21,30,10,24.8999996185303,26.75,0,1,3.07503151893616,0,150,150,150,0,0,25.4874458312988,22.705
2026-08-04 10:30:00,2,0,0,2,26.0456495285034,25.8149995803833,26.2449998855591,23,21,30,10,24.7499990463257,26.7349996566773,0,1,2.59079682826996,0,150,150,150,0,0,25.4693403244019,22.97
2026-08-04 10:45:00,2,0,0,2,26.0181922912598,25.75,26.2199993133545,23,21,30,10,24.5699996948242,26.7099990844727,0,1,2.11951851844788,0,150,150,150,0,0,25.4510555267334,23.235
2026-08-04 11:00:00,2,0,0,2,25.9910659790039,25.7349996566773,26.2199993133545,23,21,30,10,24.4999990463257,26.689998626709,0,1,2.10748982429505,0,150,150,150,0,0,25.4414043426514,23.5
2026-08-04 11:15:00,2,0,0,2,25.9646797180176,25.6099987030029,26.2199993133545,23,21,30,10,24.5,26.6800003051758,0,1,2.95109343528748,0,150,150,150,0,0,25.4366512298584,23.765
2026-08-04 11:30:00,2,0,0,2,25.9422798156738,25.6699991226197,26.1999988555908,23,21,30,10,24.3449993133545,26.6750001907349,0,1,2.59079039096833,0,150,150,150,0,0,25.4319744110108,24.03
2026-08-04 11:45:00,2,0,0,2,25.9245834350586,25.5799999237061,26.1999988555908,23,21,30,10,24.3799991607666,26.6700000762939,0,1,3.07533144950867,0,150,150,150,0,0,25.4261951446533,24.295
2026-08-04 12:00:00,2,0,0,2,25.9090461730957,25.5799989700318,26.189998626709,23,21,30,10,24.2749996185303,26.6549997329712,0,1,2.10596704483033,0,141,141,141,0,0,25.4174280166626,24.56
2026-08-04 12:15:00,2,0,0,2,25.8973236083984,25.5100002288818,26.189998626709,23,21,30,10,24.2099990844727,26.6499996185303,0,1,2.10221552848816,0,132,132,132,0,0,25.4121704101562,24.925
2026-08-04 12:30:00,2,0,0,2,25.8886241912842,25.5799999237061,26.189998626709,23,21,30,10,24.229998588562,26.6549997329712,0,1,1.8565439581871,0,91,91,91,0,0,25.407473564148,25.29
2026-08-04 12:45:00,2,0,0,2,25.8794956207275,25.5499992370605,26.189998626709,23,21,30,10,24.0499992370605,26.6399993896484,0,1,1.47290945053101,0,50,50,50,0,0,25.4169731140137,25.655
2026-08-04 13:00:00,2,0,0,2,25.8791599273682,25.5199995040894,26.2049989700318,23,21,30,10,24.0900001525879,26.6599998474121,0,1,1.47915267944336,0,50,50,50,0,0,25.4224643707276,26.02
2026-08-04 13:15:00,2,0,0,2,25.8752708435059,25.519998550415,26.1999988555908,23,21,30,10,24.0699996948242,26.6599998474121,0,1,1.48233699798584,0,50,50,50,0,0,25.4279479980469,26.3875
2026-08-04 13:30:00,2,0,0,2,25.8781614303589,25.4549989700318,26.2099990844727,23,21,30,10,24.0799989700317,26.6750001907349,0,1,2.28227669000626,0,94,94,94,0,0,25.4336814880371,26.755
2026-08-04 13:45:00,2,0,0,2,25.8925495147705,25.4300003051758,26.2099990844727,23,21,30,10,23.9899997711182,26.689998626709,0,1,3.08180999755859,0,138,138,138,0,0,25.4382076263428,27.1225
2026-08-04 14:00:00,2,0,0,2,25.889030456543,25.4299993515015,26.2099990844727,23,21,30,10,24.085000038147,26.6849994659424,0,1,3.19502270221711,0,141,141,141,0,0,25.4320030212403,27.49
2026-08-04 14:15:00,2,0,0,2,25.8798141479492,25.3899993896484,26.1999988555908,23,21,30,10,23.9099998474121,26.6800003051758,0,1,3.07756066322327,0,144,144,144,0,0,25.4259834289551,27.855
2026-08-04 14:30:00,2,0,0,2,25.8598575592041,25.4549989700318,26.1949987411499,23,21,30,10,23.9899997711182,26.6949987411499,0,0.5,2.28130978345871,0,144,144,144,0,0,25.4330835342408,28.22
2026-08-04 14:45:00,2,0,0,2,25.8330116271973,25.3999996185303,26.1999988555908,23,21,30,10,23.9200000762939,26.7099990844727,0,0,1.47528958320618,0,144,144,144,0,0,25.5564422607422,28.585
2026-08-04 15:00:00,2,0,0,2,25.8373641967774,25.4249992370606,26.2399997711182,23,21,30,10,23.9249992370606,26.7399997711182,0,0,1.47774469852448,0,147,147,147,0,0,25.6537561416626,28.95
2026-08-04 15:15:00,2,0,0,2,25.8618679046631,25.4799995422363,26.25,23,21,30,10,23.9699993133545,26.7600002288818,0,0,1.47662603855133,0,150,150,150,0,0,25.6854877471924,29.01
2026-08-04 15:30:00,2,0,0,2,25.8887538909912,25.4099998474121,26.2649993896484,23,21,30,10,23.9449996948242,26.7699995040894,0,0,1.47865509986878,0,150,150,150,0,0,25.6662073135376,29.07
2026-08-04 15:45:00,2,0,0,2,25.9063148498535,25.4099998474121,26.2799987792969,23,21,30,10,23.8999996185303,26.7899990081787,0,0,1.47574436664581,0,150,150,150,0,0,25.6907386779785,29.13
2026-08-04 16:00:00,2,0,0,2,25.883828163147,25.3899993896484,26.2849988937378,23,21,30,10,23.9499998092652,26.7899990081787,0,0,1.47914928197861,0,150,150,150,0,0,25.8066329956055,29.19
2026-08-04 16:15:00,2,0,0,2,25.8847618103027,25.2999992370605,26.2999992370605,23,21,30,10,23.9799995422363,26.7899990081787,0,0,1.47928535938263,0,150,150,150,0,0,25.879056930542,29.2525
2026-08-04 16:30:00,2,0,0,2,25.8852910995484,25.3199987411499,26.2849988937378,23,21,30,10,24.0599994659424,26.8099994659424,0,0,1.47940504550934,0,144,144,144,0,0,25.9253063201905,29.315
2026-08-04 16:45:00,2,0,0,2,25.9702472686768,25.3599987030029,26.3099994659424,23,21,30,10,24.0399990081787,26.8099994659424,0,0,1.48536729812622,0,138,138,138,0,0,25.8236351013184,29.3775
2026-08-04 17:00:00,2,0,0,2,26.0013427734375,25.289999961853,26.3199996948242,23,21,30,10,24.164999961853,26.8149995803833,0,0,1.47705972194672,0,138,138,138,0,0,25.7980604171753,29.44
2026-08-04 17:15:00,2,0,0,2,26.0139865875244,25.3999996185303,26.3299999237061,23,21,30,10,24.2399997711182,26.8400001525879,0,0,1.48055613040924,0,138,138,138,0,0,25.7885684967041,29.5
2026-08-04 17:30:00,2,0,0,2,26.0218887329102,25.3649997711182,26.3399991989136,23,21,30,10,24.2599992752075,26.8499984741211,0,0,1.48013466596604,0,126,126,126,0,0,25.7875986099243,29.56
